season,episode,index,timestamp,text
10,1,44,"00:03:41,740 --> 00:03:44,208",Ross and Charlie. Joey and Rachel.
10,1,45,"00:03:44,380 --> 00:03:47,850",Phoebe and Mike. We're the only onesleaving with the person we came with!
10,1,46,"00:03:48,060 --> 00:03:51,769","That's not true. I came with Monica,I'm leaving with Weird Al."
10,1,47,"00:03:52,620 --> 00:03:54,850","Okay, I've had it with the hair jokes."
10,1,48,"00:03:55,020 --> 00:03:57,898","- Tomorrow I'm going to the salon.- Okay, Buckwheat."
10,1,49,"00:04:00,700 --> 00:04:03,931","You gotta hear this, it's great!It's like free porn."
10,1,50,"00:04:12,020 --> 00:04:15,808",- Is everything okay?- It's just... I don't think I can do this.
10,1,51,"00:04:15,980 --> 00:04:18,255","Oh, is it because of what mightbe on the bed?"
10,1,52,"00:04:18,420 --> 00:04:21,651","- I saw that report, with the infrared...- No! No."
10,1,53,"00:04:21,820 --> 00:04:23,651",No.
10,1,54,"00:04:24,540 --> 00:04:28,294","Look, I need to talk to Joey.I mean, you guys just broke up."
10,1,55,"00:04:28,460 --> 00:04:32,169","Before anything more happens betweenus, I need to know he's okay with it."
10,1,56,"00:04:33,020 --> 00:04:36,376","- I completely understand.- All right, I'm gonna go find him."
10,1,57,"00:04:40,180 --> 00:04:42,899","I just need a second before I can,you know..."
10,1,58,"00:04:47,180 --> 00:04:50,695","Grandma, Grandma, Grandma."
10,1,59,"00:04:56,780 --> 00:04:59,169","- Okay, I'll see you later.- Okay!"
10,1,60,"00:05:00,580 --> 00:05:02,571",That's the door. He's gone.
10,1,61,"00:05:02,740 --> 00:05:05,618",And she's turning on the TV...
10,1,62,"00:05:05,780 --> 00:05:10,376",...and watching <i>Miss Congeniality</i>.
10,1,63,"00:05:10,980 --> 00:05:14,859","Honey? If you know it through a wall,you know it too well."
10,1,64,"00:05:22,500 --> 00:05:24,695","Hey, what are you guys doing?"
10,1,65,"00:05:27,500 --> 00:05:31,539","We're just... We're sad to go, so we'rejust saying goodbye to the hotel."
10,1,66,"00:05:31,700 --> 00:05:33,338",I love you...
10,1,67,"00:05:34,420 --> 00:05:38,732",...Paradise Hotel Golf Resort and Spa.
10,1,68,"00:05:40,140 --> 00:05:42,893","Yeah. We had a great time, thank you."
10,1,69,"00:05:47,180 --> 00:05:48,772",Bye.
10,1,70,"00:05:50,460 --> 00:05:53,372","Okay. Hey, have you guysseen Joey anywhere?"
10,1,71,"00:05:53,580 --> 00:05:56,458","He's probably in his roomwith his current girlfriend, Charlie."
10,1,72,"00:05:56,620 --> 00:05:59,134",That's the situation as we know it.
10,1,73,"00:06:01,740 --> 00:06:04,254","If you see him, could you tell himI'm looking for him?"
10,1,74,"00:06:04,420 --> 00:06:06,570",- You got it.- Thanks.
10,1,75,"00:06:09,780 --> 00:06:11,054",Thank you.
10,1,76,"00:06:16,340 --> 00:06:17,853","Other wall, people! Other wall!"
10,1,77,"00:06:22,540 --> 00:06:25,100","- Rach, you there?- Oh, my God, that's Ross!"
10,1,78,"00:06:25,260 --> 00:06:27,296","- What are we gonna do?- Okay, just be calm."
10,1,79,"00:06:27,460 --> 00:06:29,530","For all he knows,we're just hanging out."
10,1,80,"00:06:29,700 --> 00:06:32,214",All right? So just be nonchalant.
10,1,81,"00:06:37,940 --> 00:06:40,500",- That's not nonchalant!- No idea what it means.
10,1,82,"00:06:42,580 --> 00:06:44,457","Okay, just hide."
10,1,83,"00:06:44,620 --> 00:06:48,215",- Rach?- Coming! Try under the bed.
10,1,84,"00:06:51,900 --> 00:06:53,413",There's no room under the bed...
10,1,85,"00:06:54,940 --> 00:06:58,933",- Is everything okay?- Yeah.
10,1,86,"00:07:06,020 --> 00:07:08,659",- Hey. Do you know where Joey is?- Hi.
10,1,87,"00:07:09,220 --> 00:07:11,097",I really don't.
10,1,88,"00:07:14,020 --> 00:07:17,092",- Can I talk to you for a minute?- Yeah. Sure.
10,1,89,"00:07:19,020 --> 00:07:21,739",I don't believe this.Have you guys been...?
10,1,90,"00:07:21,940 --> 00:07:24,579",This is the listening side of the wall.
10,1,91,"00:07:30,460 --> 00:07:32,849",Then she told methat she and Joey had broken up...
10,1,92,"00:07:33,020 --> 00:07:35,454",...and part of the reasonwas she had feelings for me.
10,1,93,"00:07:35,900 --> 00:07:36,935",Right. Yeah.
10,1,94,"00:07:37,140 --> 00:07:40,052",You know I've wanted to ask Charlieout since the day I met her.
10,1,95,"00:07:40,260 --> 00:07:43,616","Oh, I know, I know.That's been really hard for you."
10,1,96,"00:07:43,780 --> 00:07:46,692","Anyway, one thing led to another, and..."
10,1,97,"00:07:46,860 --> 00:07:48,976","...before you know it, we were kissing."
10,1,98,"00:07:49,140 --> 00:07:51,370",How angry do you thinkJoey's gonna be?
10,1,99,"00:07:51,740 --> 00:07:55,210","That is hard to say, Ross.That is hard to say."
10,1,100,"00:07:56,220 --> 00:07:58,370",I gotta find him.He's gotta be here someplace.
10,1,101,"00:07:58,580 --> 00:08:00,013",You would think.
10,1,102,"00:08:04,540 --> 00:08:06,292",Joey?
10,1,103,"00:08:06,460 --> 00:08:09,816",- Is he gone?- How are you doing this?
10,1,104,"00:08:12,340 --> 00:08:13,898",What? Hey!
10,1,105,"00:08:14,060 --> 00:08:17,291",What are you...? What is this?Have you been listening this entire time?
10,1,106,"00:08:17,500 --> 00:08:19,252",Yeah!
10,1,107,"00:08:19,900 --> 00:08:21,379","Now, what is this?"
10,1,108,"00:08:21,820 --> 00:08:24,618","What is this? Well, let's see.We kissed for 10 minutes..."
10,1,109,"00:08:24,780 --> 00:08:29,012","...and now we're talking to our friendsabout it, so I guess this is sixth grade."
10,1,110,"00:08:29,180 --> 00:08:32,490","No, no. Have you thoughtabout how complicated this could get?"
10,1,111,"00:08:32,660 --> 00:08:34,810","- What about Ross?- Well, he's with Charlie now."
10,1,112,"00:08:35,020 --> 00:08:38,410","Yeah, but he wants to talk to youbefore anything really happens with her."
10,1,113,"00:08:38,580 --> 00:08:42,255","And as his friend, I mean, don't youthink he deserves the same from you?"
10,1,114,"00:08:46,020 --> 00:08:48,011","You're a pain in my ass, Geller."
10,1,115,"00:08:50,540 --> 00:08:52,531","Look, we appreciate all the advice..."
10,1,116,"00:08:52,700 --> 00:08:55,055",...but this is between Joey and me.We can handle it.
10,1,117,"00:08:55,220 --> 00:08:58,451","We'll go. Will you do one thing for us,the people that care about you?"
10,1,118,"00:08:58,620 --> 00:09:00,451",- Sure.- Enunciate.
10,1,119,"00:09:00,740 --> 00:09:02,810",Get out!
10,1,120,"00:09:08,660 --> 00:09:10,491",Are they right?
10,1,121,"00:09:11,580 --> 00:09:15,334","Probably, yeah. I mean,maybe we should..."
10,1,122,"00:09:15,500 --> 00:09:17,297",...hold off until we talk to Ross.
10,1,123,"00:09:18,340 --> 00:09:22,128",Yeah. Yeah. We can wait.We don't have to do anything tonight.
10,1,124,"00:09:22,340 --> 00:09:23,853","Yeah, I think that would be best."
10,1,125,"00:09:25,260 --> 00:09:27,615","So, I'm gonna... I'm gonna take off."
10,1,126,"00:09:28,620 --> 00:09:30,975","- Although...- I like ""although."""
10,1,127,"00:09:31,900 --> 00:09:33,697","I mean, you know..."
10,1,128,"00:09:33,860 --> 00:09:37,091","Ross and I haven't dated in, like..."
10,1,129,"00:09:37,260 --> 00:09:38,978",...six years.
10,1,130,"00:09:39,180 --> 00:09:40,932",Six years?
10,1,131,"00:09:41,380 --> 00:09:44,611",Wow. That's almost as longas high school.
10,1,132,"00:09:49,060 --> 00:09:52,132","Plus, you know, he is with Charlie now."
10,1,133,"00:09:52,340 --> 00:09:53,773",Absolutely.
10,1,134,"00:09:53,940 --> 00:09:56,408",- He's not thinking about you.- No.
10,1,135,"00:09:57,460 --> 00:09:59,610",I'm thinking about you.
10,1,136,"00:10:00,380 --> 00:10:01,779",Yeah.
10,1,137,"00:10:03,540 --> 00:10:07,658",- Let's forget about Ross.- It's forgotten.
10,1,138,"00:10:09,540 --> 00:10:11,292",- What's wrong?- Nothing.
10,1,139,"00:10:11,580 --> 00:10:13,536","Seriously, what is it?"
10,1,140,"00:10:15,060 --> 00:10:18,257",Nothing. It's really... It's nothing.Come here. Come here.
10,1,141,"00:10:20,060 --> 00:10:21,254",What's wrong?
10,1,142,"00:10:22,340 --> 00:10:24,729","Sorry, I just..."
10,1,143,"00:10:24,900 --> 00:10:27,778",I can't seem to get Rossout of my head.
10,1,144,"00:10:29,980 --> 00:10:32,050","Well, maybe I can help."
10,1,145,"00:10:37,660 --> 00:10:40,697",Your lips are so soft. Do that again.
10,1,146,"00:10:42,620 --> 00:10:46,295","Yeah, we need to talk to Ross. Yeah."
10,1,147,"00:10:51,540 --> 00:10:53,212",Hey. You guys ready to go?
10,1,148,"00:10:53,420 --> 00:10:56,139","Not quite. Monica's at the salon,and I'm finishing packing."
10,1,149,"00:10:56,340 --> 00:10:59,537","Dude, you're not taking your Bible?"
10,1,150,"00:11:00,620 --> 00:11:02,133",You're not supposed to take that.
10,1,151,"00:11:02,300 --> 00:11:05,098","Besides, it's a New Testament.What are you gonna do with it?"
10,1,152,"00:11:05,260 --> 00:11:07,091",Learn about Jesus.
10,1,153,"00:11:09,900 --> 00:11:12,016",- Hey!- So did you talk to Joey?
10,1,154,"00:11:12,180 --> 00:11:16,378",No. I couldn't find him. I'm justgonna talk to him on the plane.
10,1,155,"00:11:16,580 --> 00:11:20,175","Okay. Sounds like a good idea,Dr. Geller."
10,1,156,"00:11:21,260 --> 00:11:22,693",Stop it.
10,1,157,"00:11:23,660 --> 00:11:25,298",Ph.D.
10,1,158,"00:11:26,500 --> 00:11:28,616",You're filthy.
10,1,159,"00:11:29,340 --> 00:11:32,810","- Hey. Have you guys seen Monica?- Actually, I think she went to the salon."
10,1,160,"00:11:33,020 --> 00:11:35,215","Oh, yeah. Oh, she wentto the salon, all right."
10,1,161,"00:11:35,380 --> 00:11:37,814",Check it out!
10,1,162,"00:11:39,380 --> 00:11:41,371",Whose day just got better?
10,1,163,"00:11:42,060 --> 00:11:44,016",Chandler!
10,1,164,"00:11:45,460 --> 00:11:46,495",Hey!
10,1,165,"00:11:49,060 --> 00:11:51,051",- What do you think?- I think...
10,1,166,"00:11:51,220 --> 00:11:53,814",I think I can see your scalp.
10,1,167,"00:11:54,620 --> 00:11:56,178",Don't you just love it?
10,1,168,"00:11:56,340 --> 00:11:59,138","Yeah. Yeah, you got shellfishin your head."
10,1,169,"00:12:00,340 --> 00:12:03,616","It's something. You go, girlfriend."
10,1,170,"00:12:05,180 --> 00:12:07,216",- You never said that in your life.- Not once.
10,1,171,"00:12:07,380 --> 00:12:10,656","- I thought so.- Oh, and listen to this."
10,1,172,"00:12:14,460 --> 00:12:18,453",What do you know? It's a treatfor the eyes and the ears.
10,1,173,"00:12:31,300 --> 00:12:35,771","Wow, it's kind of weird that I'msitting next to Charlie after we broke up."
10,1,174,"00:12:35,980 --> 00:12:39,609",Yeah. It's almost as if Air Barbadosdoesn't care about your social life.
10,1,175,"00:12:40,420 --> 00:12:42,809",Does someone mind switchingand sitting with Charlie?
10,1,176,"00:12:42,980 --> 00:12:46,814","Oh, I mean, l... Dude, I spentthe whole conference with Charlie."
10,1,177,"00:12:46,980 --> 00:12:48,413","- I understand.- No, I'll do it."
10,1,178,"00:12:49,860 --> 00:12:53,455",Wish I could switch. I really don't wantto sit with Allen Iverson over there.
10,1,179,"00:12:59,140 --> 00:13:02,337",Once we're in the air and thecaptain turns off the seat belt sign...
10,1,180,"00:13:02,500 --> 00:13:05,458",...you feel free to roam about my cabin.
10,1,181,"00:13:06,740 --> 00:13:10,779",And you should be carefulwhen checking your overhead bins.
10,1,182,"00:13:10,940 --> 00:13:14,171","- Because items may shift during...- Oh, you're not good at this."
10,1,183,"00:13:17,740 --> 00:13:20,812","- Do you have to go home tonight?- No, I think I could come over."
10,1,184,"00:13:20,980 --> 00:13:22,299","It's Saturday, right?"
10,1,185,"00:13:23,420 --> 00:13:24,694",What?
10,1,186,"00:13:24,860 --> 00:13:28,409",- I can't do anything tonight.- Why not?
10,1,187,"00:13:28,780 --> 00:13:30,577",I have a date.
10,1,188,"00:13:32,180 --> 00:13:37,300","- You have a date? With who?- Oh, it's my girlfriend."
10,1,189,"00:13:38,580 --> 00:13:41,094",- You have a girlfriend?- Yeah.
10,1,190,"00:13:41,300 --> 00:13:44,019","Well, when you and I broke up,I started seeing someone."
10,1,191,"00:13:44,220 --> 00:13:46,654","- Well, for how long?- Three months."
10,1,192,"00:13:46,860 --> 00:13:48,418",Three months?
10,1,193,"00:13:49,380 --> 00:13:50,893",Okay.
10,1,194,"00:13:51,060 --> 00:13:55,736","This is none of my business, but howlong are you gonna keep seeing her?"
10,1,195,"00:13:56,220 --> 00:13:58,973",I'll tell her that it's overtonight at dinner. I promise.
10,1,196,"00:13:59,180 --> 00:14:01,614","Oh, okay, good. You do that."
10,1,197,"00:14:02,260 --> 00:14:06,811","When you get home, maybe there'll be aspecial delivery package waiting for you."
10,1,198,"00:14:07,540 --> 00:14:10,771","Maybe I'll sign for it, tear it open."
10,1,199,"00:14:12,620 --> 00:14:16,579",- Pull out the packing material...- We'll have sex. Let's leave it there.
10,1,200,"00:14:23,020 --> 00:14:26,330","All right, I'm gonna go talk to Joey.I think this is the right time."
10,1,201,"00:14:26,540 --> 00:14:29,612","He's in a good mood afterthe flight attendant says ""duty-free."""
10,1,202,"00:14:30,300 --> 00:14:32,097",Okay. Good luck.
10,1,203,"00:14:35,700 --> 00:14:38,897",Ross is coming over. I think nowwould be a good time to talk to him.
10,1,204,"00:14:39,740 --> 00:14:42,129",I guess so. I'm just...I'm really nervous.
10,1,205,"00:14:42,380 --> 00:14:44,689","Well, keep in mindthat by the time you're done..."
10,1,206,"00:14:44,860 --> 00:14:47,499",...they'll probably be serving dinner.
10,1,207,"00:14:49,460 --> 00:14:51,212",Still nervous?
10,1,208,"00:14:51,780 --> 00:14:54,294",I'm gonna get the lasagna.
10,1,209,"00:14:55,220 --> 00:14:56,539","- Hey, Rach?- Yeah?"
10,1,210,"00:14:56,700 --> 00:15:00,056","- Do you mind if I sit here for a sec?- Yeah. Yeah, sure. Yeah."
10,1,211,"00:15:00,220 --> 00:15:02,097",<i>Good luck.</i>
10,1,212,"00:15:06,300 --> 00:15:08,336",- Hey.- Hey.
10,1,213,"00:15:09,100 --> 00:15:10,772",So I...
10,1,214,"00:15:10,940 --> 00:15:13,374",I kind of need to talk to youabout Charlie.
10,1,215,"00:15:13,540 --> 00:15:17,374","- Yeah?- Last night, after you guys broke up..."
10,1,216,"00:15:17,540 --> 00:15:20,771","So sorry to hear about that,by the way."
10,1,217,"00:15:21,700 --> 00:15:26,330","Well, Charlie and I were talking, and..."
10,1,218,"00:15:27,220 --> 00:15:28,972",Well...
10,1,219,"00:15:29,500 --> 00:15:30,774",You kissed.
10,1,220,"00:15:30,940 --> 00:15:35,218",Wh... What?
10,1,221,"00:15:35,380 --> 00:15:38,258",What? What would give you that idea?
10,1,222,"00:15:38,460 --> 00:15:41,020","- I saw you.- Yeah, we kissed."
10,1,223,"00:15:42,300 --> 00:15:46,179","But nothing else.Nothing else happened, okay?"
10,1,224,"00:15:46,380 --> 00:15:49,338","- Ross, Ross, Ross. It's okay.- What?"
10,1,225,"00:15:49,500 --> 00:15:51,934","It's okay. You know, look..."
10,1,226,"00:15:52,100 --> 00:15:55,092","...I totally understand, all right?You guys..."
10,1,227,"00:15:55,260 --> 00:15:59,856","...make way more sense than herand I ever did, you know? And..."
10,1,228,"00:16:00,020 --> 00:16:03,092",- I want you to be happy.- Are you serious?
10,1,229,"00:16:03,260 --> 00:16:04,739",Yeah.
10,1,230,"00:16:07,260 --> 00:16:10,411",- Now I have something...- I am speechless.
10,1,231,"00:16:11,700 --> 00:16:16,216","I mean, the fact that you would putmy happiness first like that, I mean..."
10,1,232,"00:16:16,380 --> 00:16:18,735","You're an incredible friend,do you know that?"
10,1,233,"00:16:18,940 --> 00:16:21,500","- Well, look, before you go...- No, I mean it."
10,1,234,"00:16:21,700 --> 00:16:28,094","I mean, you're so loyal, man.And selfless and generous."
10,1,235,"00:16:28,900 --> 00:16:30,618","I am those things, yeah."
10,1,236,"00:16:31,300 --> 00:16:37,296","I've known Chandler longer, so I thinkof him as my best friend. But now..."
10,1,237,"00:16:38,620 --> 00:16:40,850",...I may have to rethink some stuff.
10,1,238,"00:16:41,380 --> 00:16:42,495",Dude!
10,1,239,"00:16:42,700 --> 00:16:46,818","Hey, if there is ever anythingI can do for you..."
10,1,240,"00:16:49,060 --> 00:16:50,698",I can't think of anything.
10,1,241,"00:16:53,300 --> 00:16:55,291",- Thanks.- Yeah.
10,1,242,"00:16:59,340 --> 00:17:00,614",- So hi.- Hi.
10,1,243,"00:17:00,780 --> 00:17:04,932","- So you talked to Joey?- Oh, yeah. We had a really good talk."
10,1,244,"00:17:05,100 --> 00:17:06,931","- Oh, that's great.- Yeah."
10,1,245,"00:17:07,100 --> 00:17:09,898","- So everything's okay?- Oh, no, it's great."
10,1,246,"00:17:10,060 --> 00:17:15,339","- It's great. He's an amazing guy.- Oh, well, obviously, I think so too."
10,1,247,"00:17:15,820 --> 00:17:18,493","Well, I'm so excited about this."
10,1,248,"00:17:19,820 --> 00:17:22,653",Really? Excited?
10,1,249,"00:17:22,820 --> 00:17:28,133","What, are you kidding? I have hadsome very dirty dreams about this."
10,1,250,"00:17:31,180 --> 00:17:33,296",Excuse me.
10,1,251,"00:17:38,940 --> 00:17:41,170","You didn't tell him, did you?"
10,1,252,"00:17:41,340 --> 00:17:44,457",I couldn't. He was saying allthese really nice things about me.
10,1,253,"00:17:44,620 --> 00:17:48,772",I didn't want him to get mad and takethem back. I'm gonna edge out Chandler!
10,1,254,"00:17:49,500 --> 00:17:52,617","Fine. Forget it. When we go backto New York, I will tell him."
10,1,255,"00:17:52,780 --> 00:17:54,498","Thank you. Yeah, I appreciate that."
10,1,256,"00:18:12,940 --> 00:18:15,374","- Hi, Mike's place.- Hey, it's Mike."
10,1,257,"00:18:15,580 --> 00:18:18,140","- That was fast.- <i>Oh, no, she's not here yet.</i>"
10,1,258,"00:18:18,940 --> 00:18:22,535","You know, I'm just gonna take offand break up with her over the phone."
10,1,259,"00:18:22,740 --> 00:18:26,130","You can't do that. Oh, come on, Mike,strap on a pair."
10,1,260,"00:18:28,060 --> 00:18:32,656",Why don't you tell her that we got backtogether. Women appreciate honesty.
10,1,261,"00:18:32,820 --> 00:18:37,848","We also appreciate gentle spankingonce in a while, just FYI."
10,1,262,"00:18:38,980 --> 00:18:43,417",One more thing. There might be a pictureof Precious on my coffee table.
10,1,263,"00:18:43,620 --> 00:18:45,850",Her name's Precious?
10,1,264,"00:18:46,020 --> 00:18:49,137","Is she a pure breed,or did you pick her up at the pound?"
10,1,265,"00:18:50,380 --> 00:18:54,134",<i>- I just want to give you a heads up.</i>- Okay. And if she gets upset...
10,1,266,"00:18:54,300 --> 00:18:57,292",...just scratch her tummyand give her a liver snap.
10,1,267,"00:19:06,220 --> 00:19:07,892",Hi. I'm Precious. Who are you?
10,1,268,"00:19:09,140 --> 00:19:11,415",- I'm Phoebe.- Phoebe?
10,1,269,"00:19:11,580 --> 00:19:15,459","Mike's ex-girlfriend, Phoebe?The love of his life? That Phoebe?"
10,1,270,"00:19:20,980 --> 00:19:25,019","Oh, I can't wait for everyoneat work to see these!"
10,1,271,"00:19:26,780 --> 00:19:28,930",- You go back to work tomorrow night?- Yeah.
10,1,272,"00:19:29,140 --> 00:19:31,017",So if you want people to see them...
10,1,273,"00:19:31,180 --> 00:19:34,058","...you're not having them taken out,say, at the break of dawn?"
10,1,274,"00:19:34,700 --> 00:19:38,136","Well, if I had them taken out,then I wouldn't be able to do this."
10,1,275,"00:19:44,580 --> 00:19:46,730","You like that, right?"
10,1,276,"00:19:53,540 --> 00:19:56,612","- What are you singing?- It's ""Bolero"" from <i>10.</i>"
10,1,277,"00:19:56,820 --> 00:19:59,573","It's ""Ride of the Valkyries""from <i>Apocalypse Now.</i>"
10,1,278,"00:20:00,620 --> 00:20:04,374",Here's the thing. The cornrows werea solution to your frizzy-hair problem.
10,1,279,"00:20:04,540 --> 00:20:07,976","Now that we're home, you don't havethat problem. If you think about it..."
10,1,280,"00:20:08,140 --> 00:20:09,937",I hate them.
10,1,281,"00:20:10,700 --> 00:20:14,613",- What? You said you liked them.- Did I? Let's refresh.
10,1,282,"00:20:14,780 --> 00:20:17,817",I believe what I said wasthat I could see your scalp.
10,1,283,"00:20:18,820 --> 00:20:21,812","Well, fine. So you don't like them.Everybody else does."
10,1,284,"00:20:22,300 --> 00:20:25,133","Again, let's journey back."
10,1,285,"00:20:25,460 --> 00:20:29,897","As I recall, Rachel said she had nevernoticed the shape of your skull before."
10,1,286,"00:20:30,060 --> 00:20:34,417","And Joey? Well, Joey didn't realizethere was anything different."
10,1,287,"00:20:35,380 --> 00:20:38,656","You know what? I don't care.I like it, and I'm gonna keep it."
10,1,288,"00:20:38,860 --> 00:20:42,057",You're just jealousbecause your hair can't do this.
10,1,289,"00:20:45,060 --> 00:20:47,415",- Get yourself in the tooth?- And the eye.
10,1,290,"00:20:56,340 --> 00:21:02,017","Hi! There she is! Hi, Emma.Oh, my God, I missed you."
10,1,291,"00:21:02,220 --> 00:21:05,132","Oh, Emma, I missed you so much. Hi."
10,1,292,"00:21:05,300 --> 00:21:08,019",Did you have a good timewith Grandma Greene? Huh?
10,1,293,"00:21:08,180 --> 00:21:12,014",Did she give you a bottle ofantidepressants again to use as a rattle?
10,1,294,"00:21:13,340 --> 00:21:16,776","That was one time, Ross,and they were only, like, five milligrams."
10,1,295,"00:21:18,580 --> 00:21:23,017","Hey, Emma, Daddy has some presents foryou, okay? I want you to wait right here."
10,1,296,"00:21:23,180 --> 00:21:24,852","Come here, sweetie."
10,1,297,"00:21:25,940 --> 00:21:30,058","Ross, actually, there's somethingthat I really need to talk to you about."
10,1,298,"00:21:30,260 --> 00:21:31,852","Okay, shoot."
10,1,299,"00:21:32,020 --> 00:21:37,413","- Okay. All right, here's the deal.- Oh, no!"
10,1,300,"00:21:38,500 --> 00:21:43,335","- What is it?- Oh, major shampoo explosion!"
10,1,301,"00:21:44,500 --> 00:21:48,778","- Look, Ross, this really isn't easy.- Oh, it's all over everything!"
10,1,302,"00:21:51,460 --> 00:21:53,496",Why? Why me?
10,1,303,"00:21:54,060 --> 00:21:57,291",Because you took 300 bottlesof shampoo?
10,1,304,"00:21:58,780 --> 00:22:00,930",I'm sorry. I'm sorry. You were saying?
10,1,305,"00:22:01,260 --> 00:22:06,254","- Well, yeah. Look, it's about me and...- Oh, not another one!"
10,1,306,"00:22:07,700 --> 00:22:12,251","Oh, my God... Oh, and this is moisturizer!It's even harder to clean!"
10,1,307,"00:22:13,900 --> 00:22:17,290",Why? Why do bad things happento good people?
10,1,308,"00:22:19,220 --> 00:22:23,532",- Wow. Clearly this is not a good time.- You think?
10,1,309,"00:22:27,380 --> 00:22:29,132",Okay. Bye.
10,1,310,"00:22:29,300 --> 00:22:32,417","All right, so Mike's on his way over."
10,1,311,"00:22:32,580 --> 00:22:36,459","You thought you were meeting here,he thought at the restaurant, so..."
10,1,312,"00:22:36,620 --> 00:22:40,738","It doesn't matter who's right or wrong.The point is, I'm gonna take off."
10,1,313,"00:22:41,540 --> 00:22:45,613",Wait. I'm not letting you leave untilyou tell me what's going on. I mean...
10,1,314,"00:22:45,780 --> 00:22:48,135",...are you guys getting back togetheror something?
10,1,315,"00:22:49,460 --> 00:22:51,098",All right.
10,1,316,"00:22:53,220 --> 00:22:55,734",Susie... Can I call you Susie?
10,1,317,"00:22:56,260 --> 00:22:58,171",My name is Precious.
10,1,318,"00:22:58,940 --> 00:23:01,056",I can't say that.
10,1,319,"00:23:02,340 --> 00:23:05,218","Susie, I'm gonna be straight with you."
10,1,320,"00:23:05,620 --> 00:23:09,454",Mike and I are back together.And unfortunately...
10,1,321,"00:23:09,620 --> 00:23:13,169",...that effectively endsyour relationship with him.
